辽宁本地,#genre#
咪咕4K,http://39.134.61.219/PLTV/88888888/224/3221227045/index.m3u8


辽宁移动普清,#genre#
CCTV1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226179/index.m3u8
CCTV1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227365/index.m3u8
CCTV1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227679/index.m3u8
CCTV2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226177/index.m3u8
CCTV2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227675/index.m3u8
CCTV3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226201/index.m3u8
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226189/index.m3u8
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227682/index.m3u8
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226200/index.m3u8
CCTV5+,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227602/index.m3u8
CCTV6,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226199/index.m3u8
CCTV7,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226188/index.m3u8
CCTV7,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227534/index.m3u8
CCTV8,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226197/index.m3u8
CCTV9,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226173/index.m3u8
CCTV10,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226194/index.m3u8
CCTV10,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227678/index.m3u8
CCTV11,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226193/index.m3u8
CCTV12,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226192/index.m3u8
CCTV12,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227599/index.m3u8
CCTV13,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226181/index.m3u8
CCTV13,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226191/index.m3u8
CCTV14,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227681/index.m3u8
CCTV15,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226180/index.m3u8
CCTV17,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226866/index.m3u8
CCTV17,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227685/index.m3u8
CGTN,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226172/index.m3u8
安多卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227561/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226196/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226185/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227688/index.m3u8
东南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226186/index.m3u8
甘肃卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226166/index.m3u8
甘肃卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227470/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226165/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227694/index.m3u8
广西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226150/index.m3u8
贵州卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226164/index.m3u8
国学频道,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227653/index.m3u8
海南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226140/index.m3u8
河北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226163/index.m3u8
河南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226146/index.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227702/index.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226162/index.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226162/index.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227697/index.m3u8
湖南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227687/index.m3u8
湖南卫视http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226161/index.m3u8
吉林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226159/index.m3u8
家有购物,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227703/index.m3u8
嘉佳卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227672/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226143/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227691/index.m3u8
江西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226142/index.m3u8
教育,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227662/index.m3u8
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226158/index.m3u8
卡酷少儿,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226157/index.m3u8
康巴卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227491/index.m3u8
老故事,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227745/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226141/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227605/index.m3u8
内蒙古卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226155/index.m3u8
内蒙古卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227585/index.m3u8
宁夏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226154/index.m3u8
农林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227497/index.m3u8
青海卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226153/index.m3u8
青海卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227500/index.m3u8
三沙卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227610/index.m3u8
厦门卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227591/index.m3u8
山东教育,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227620/index.m3u8
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226138/index.m3u8
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227608/index.m3u8
山西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226137/index.m3u8
山西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227503/index.m3u8
陕西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227588/index.m3u8
上海卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226168/index.m3u8
上海卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227696/index.m3u8
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226152/index.m3u8
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227699/index.m3u8
书画,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227650/index.m3u8
四川卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226139/index.m3u8
四川卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227611/index.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226135/index.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227684/index.m3u8
西藏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227506/index.m3u8
新疆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226151/index.m3u8
新闻综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227751/index.m3u8
延边卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227607/index.m3u8
优漫卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226149/index.m3u8
优漫卡通,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227676/index.m3u8
云南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226148/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226147/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227690/index.m3u8
支教卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227693/index.m3u8
重庆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226169/index.m3u8
重庆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227614/index.m3u8
综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227717/index.m3u8


FH卫视,#genre#
凤凰资讯,http://192.168.4.1:8099/fhx.php?id=info
凤凰中文,http://192.168.4.1:8099/fhx.php?id=cn
凤凰香港,http://192.168.4.1:8099/fhx.php?id=hk
